[ Wed Apr 27 16:14:54 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] added SuperGroup
 
[ Wed Apr 27 16:14:58 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] requested SuperGroup ID
 
[ Wed Apr 27 16:15:05 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] requested SuperGroup settings 
 
[ Wed Apr 27 16:15:16 2016 ]=>  Parsa  copier  blacklife  Nort [105831687] locked link posting 
 
[ Thu May  5 15:12:32 2016 ]=>  ℳ★★★... @Mohammad5GF [138558040] kicked for #spam
 
[ Thu May  5 15:13:35 2016 ]=>  ▁ ▂ ▄ ▅ ▆ ▇ █☺ρε§ﾑЯ£ ßﾑℓ❤ʊⓒみ☺█ ▇ ▆ ▅ ▄ ▂ ▁ [131340633] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 15:26:42 2016 ]=>  saman @saman708090 [188928975] kicked for #spam
 
[ Thu May  5 15:28:42 2016 ]=>  ارامش [208442135] kicked for #spam
 
[ Thu May  5 15:33:12 2016 ]=>  mohmmad3 @mohmmadm1376 [117657257] kicked for #spam
 
[ Thu May  5 15:38:22 2016 ]=>  SeedRhimiTnha @saeedrahimi70 [157678421] kicked for #spam
 
[ Thu May  5 15:40:30 2016 ]=>  omidrezaeii @gdtui [160021557] kicked for #spam
 
[ Thu May  5 15:45:22 2016 ]=>  M [216402217] kicked for #spam
 
[ Thu May  5 15:48:26 2016 ]=>  ↻●°اَمــــــــــْیر تــٌـــــرڪْ‌°● ↻ [113750876] joined and Service Msg deleted (#spam name)
 
[ Thu May  5 15:52:51 2016 ]=>  R#1 @Bato1234 [179116253] kicked for #spam
 
[ Thu May  5 15:58:48 2016 ]=>  سحراصلانی [109327730] kicked for #spam
 
[ Thu May  5 16:04:23 2016 ]=>  Saeed @saeedadidas [196628956] kicked for #spam
 
[ Thu May  5 16:27:12 2016 ]=>  (سوختمو خاکسترمرابادبرد...بهترین یارم مرااز یادبرد) [104475935] joined and Service Msg deleted (#spam name)
 
